ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
1269,1628,"BC 4B count",58.8522222,-122.4227778,120,"bog sediment",Sieved,count,author,"marginal core",2021-05-07,137,933,1628,CA,CAN
1270,1631,"Baza section",37.2333,-2.7,1900,"bog sediment","Pollen slide",concentration,author,"marginal core",2020-04-14,6,934,1631,ES,ESP
1271,1632,"Krugloe Bog core",56.8956,84.5761,100,"bog sediment","Pollen slide",concentration,author,"central core",2020-04-17,159,935,1632,RU,RUS
1272,1633,"Lugovoe mire core",52.8625,94.355,1299,"bog sediment","Pollen slide","pollen concentration",author,"central core",2020-04-17,159,937,1633,RU,RUS
1273,1634,"Manzherok Lake core",51.8208,85.8097,423,"lake sediment","Pollen slide",concentration,author,"central core",2020-04-17,159,939,1634,RU,RUS
1274,1635,"Nadym frozen mire core",65.3156,72.8742,50,"bog sediment","Pollen slide",concentration,author,"marginal core",2020-04-17,159,941,1635,RU,RUS
1276,1639,"Bermu Mire core_small",39.4341,-4.146,783,"bog sediment","Pollen slide",count,author,"central core",2021-11-14,187,943,1639,ES,ESP
1276,1640,"Bermu Mire core_large",39.4341,-4.146,783,"bog sediment","Pollen slide",count,author,"central core",2021-11-14,10,944,1640,ES,ESP
1277,1641,V1,49.4211,-79.003,272,"bog sediment",Sieved,concentration,author,"central core",NULL,180,945,1641,CA,CAN
1277,1642,V2,49.4206,-79.0028,273,"bog sediment",Sieved,concentration,author,"marginal core",NULL,180,946,1642,CA,CAN
1277,1643,V3,49.42,-79.0028,273,"bog sediment",Sieved,concentration,author,"marginal core",NULL,180,947,1643,CA,CAN
1278,1644,"Verdeospesoa core",43.055,-2.8614,1015,"bog sediment",Sieved,influx,author,"central core",2021-11-30,28,948,1644,ES,ESP
1279,1645,"El Redondo core u125",40.2214,-5.6569,1765,"bog sediment","Pollen slide","raw count",author,"central core",2021-11-30,188,949,1645,ES,ESP
1279,1646,"El Redondo core o125",40.2214,-5.6569,1765,"bog sediment","Pollen slide","raw count",author,"central core",2021-11-30,34,950,1646,ES,ESP
1280,1647,"Vapsko-2 core",42.07,23.5245,2120,"bog sediment",Sieved,concentration,author,"central core",2021-12-01,13,951,1647,BG,BGR
1282,1649,"PozoN_2015 core",40.3532,-4.5516,1600,"bog sediment","Pollen slide",concentration,author,"central core",2021-11-30,13,952,1649,ES,ESP
1283,1650,"Poiana Stiol core",47.59,24.8119,1520,"bog sediment",Sieved,concentration,author,"central core",2021-12-01,13,953,1650,RO,ROU
1284,1651,"Lake Oltina core",44.14,27.6308,40,"lake sediment",Sieved,concentration,author,"central core",2021-12-01,13,954,1651,RO,ROU
1285,1652,Navamuno_S3,40.3213,-5.7786,1505,"bog sediment",Sieved,concentration,author,"central core",2021-11-30,106,955,1652,ES,ESP
1286,1653,"Las Animas Mire core_micro",36.6858,-5.03,1403,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,187,956,1653,ES,ESP
1286,1654,"Las Animas Mire core_macro",36.6858,-5.03,1403,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,10,957,1654,ES,ESP
1287,1655,"Lake Stiucii core",46.97,23.8997,240,"lake sediment",Sieved,concentration,author,"central core",2021-12-01,13,958,1655,RO,ROU
1288,1656,"Hinojos Marsh_core S1_micro",36.9602,-6.3858,1.5,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,187,959,1656,ES,ESP
1288,1657,"Hinojos Marsh_core S1_macro",36.9602,-6.3858,1.5,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,10,960,1657,ES,ESP
1289,1658,"Aguas Frias core",40.2667,-5.1167,1120,"bog sediment",Sieved,influx,author,"central core",2021-11-30,28,961,1658,ES,ESP
1290,1659,"Arbarrain Mire core",43.2114,-2.1729,1004,"bog sediment",Sieved,influx,author,"central core",2021-11-30,189,962,1659,ES,ESP
1291,1660,Akali_mire,58.408056,27.231944,30.5,"bog sediment","Pollen slide",concentration,author,"marginal core",NULL,134,963,1660,EE,EST
1292,1661,"El Payo core_50",40.2535,-6.7712,1000,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,190,964,1661,ES,ESP
1292,1662,"El Payo core_50100",40.2535,-6.7712,1000,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,191,965,1662,ES,ESP
1292,1663,"El Payo core_100150",40.2535,-6.7712,1000,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,192,966,1663,ES,ESP
1292,1664,"El Payo core_150plus",40.2535,-6.7712,1000,"bog sediment","Pollen slide",influx,author,"central core",2021-11-30,189,967,1664,ES,ESP
1293,1665,Hino_bog,57.583056,27.238611,181,"bog sediment","Pollen slide","raw count",author,-777777,NULL,137,968,1665,LV,LVA
1295,1668,Jarveotsa_lake,59.095556,24.154167,42.2,"lake sediment","Pollen slide","raw count",author,"central core",NULL,137,969,1668,EE,EST
1296,1669,Kiilaspere_bog,58.796944,24.436111,22.6,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,970,1669,EE,EST
1297,1670,Koivasoo_bog,58.908611,22.199444,27.5,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,971,1670,EE,EST
1298,1671,Lasva_lake,57.859444,27.175,72.2,"lake sediment","Pollen slide",concentration,author,"central core",NULL,134,972,1671,EE,EST
1299,1672,L1,49.1723,-79.3703,317,"bog sediment",Sieved,concentration,author,"central core",NULL,180,973,1672,CA,CAN
1299,1673,L2,49.172,-79.3695,317,"bog sediment",Sieved,concentration,author,"marginal core",NULL,180,974,1673,CA,CAN
1299,1674,L3,49.1719,-79.3691,318,"bog sediment",Sieved,concentration,author,"marginal core",NULL,180,975,1674,CA,CAN
1300,1675,Maardu_lake,59.441667,25,31.3,"lake sediment","Pollen slide","raw count",author,"central core",NULL,137,976,1675,EE,EST
1301,1676,Mustjarve_bog,59.076944,24.099722,38.9,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,977,1676,EE,EST
1302,1677,"NW 1 core",61.8459167,-122.4,120,"bog sediment",Sieved,concentration,author,"central core",NULL,137,978,1677,CA,CAN
1303,1678,Parika_bog,58.490278,25.774167,48.5,"bog sediment","Pollen slide","raw count",author,"central core",2021-12-01,137,979,1678,EE,EST
1304,1679,Plaani_lake,57.676944,27.077222,244.1,"lake sediment","Pollen slide",concentration,author,"central core",NULL,134,980,1679,EE,EST
1305,1680,Rouge-Tougjarv_core,57.738889,26.905,109,"lake sediment","Pollen slide",concentration,author,"central core",NULL,134,981,1680,EE,EST
1306,1681,Surusoo_bog,58.529722,22.423056,43,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,982,1681,EE,EST
1307,1682,Ruila_lake_less100,59.175833,24.429722,41.6,"lake sediment","Pollen slide",concentration,author,"central core",2021-05-07,194,983,1682,EE,EST
1307,1683,Ruila_lake_gtr100,59.175833,24.429722,41.6,"lake sediment","Pollen slide",concentration,author,"central core",2021-05-07,7,984,1683,EE,EST
825,1684,Vedruka_bog,58.330278,22.060556,21,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,985,1684,EE,EST
1308,1685,Velise_bog,58.756667,24.460278,26.4,"bog sediment","Pollen slide","raw count",author,"central core",NULL,137,986,1685,EE,EST
1309,1686,Verijarv_lake,57.808333,27.058333,90,"lake sediment","Pollen slide",concentration,author,"central core",NULL,134,987,1686,EE,EST
1311,1689,"FPB core",40.2363,-4.9776,1343,"bog sediment",Sieved,influx,author,"central core",2021-11-30,189,988,1689,ES,ESP
1312,1690,"Manaderos core",40.3424,-4.6939,1292,"bog sediment",Sieved,concentration,author,"central core",2021-11-30,134,989,1690,ES,ESP
1313,1691,"Marbore composite",42.695631,0.040019,2612,"lake sediment","Pollen slide",concentration,author,"central core",2021-12-13,76,990,1691,ES,ESP
1314,1692,PORTALET_macro,42.79899,-0.39883,1802,"bog sediment",Sieved,concentration,author,"central core",2020-11-13,134,991,1692,ES,ESP
1314,1693,PORTALET_micro,42.79899,-0.39883,1802,"bog sediment","Pollen slide","raw count",author,"central core",2021-05-07,175,992,1693,ES,ESP
1315,1694,BSM08,42.54527,0.3255,1906,"lake sediment","Pollen slide",concentration,author,"central core",2020-11-13,76,993,1694,ES,ESP
1316,1695,"Vilamora P01-5_100minus",37.085422,-8.136923,3.5,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,195,994,1695,PT,PRT
1316,1696,"Vilamora P01-5_100plus",37.085422,-8.136923,3.5,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,50,995,1696,PT,PRT
1317,1697,"VdL PB2_100minus",37.057965,-8.074734,2.3,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,195,996,1697,PT,PRT
1317,1698,"VdL PB2_100plus",37.057965,-8.074734,2.3,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,50,997,1698,PT,PRT
1318,1699,"ADP 01_06_100minus",37.110107,-8.34459,2.4,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,195,998,1699,PT,PRT
1318,1700,"ADP 01_06_100plus",37.110107,-8.34459,2.4,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,50,999,1700,PT,PRT
1319,1701,"Abi 05_07_100minus",37.151969,-8.594376,0.6,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,195,1000,1701,PT,PRT
1319,1702,"Abi 05_07_100plus",37.151969,-8.594376,0.6,"estuarine sediment","Pollen slide",count,author,-999999,2021-11-03,50,1001,1702,PT,PRT
1320,1703,BdlC-01,37.0506,-3.3233,2992,"bog sediment",Sieved,concentration,author,"central core",2021-05-07,134,1002,1703,ES,ESP
1321,1704,"LdlM 10-02",37.0597,-3.4168,2497,"lake sediment",Sieved,concentration,author,"central core",2020-11-13,134,1003,1704,ES,ESP
1322,1705,"LdlMo composite",37.0597,-3.3147,2889,"lake sediment",Sieved,count,author,"central core",2021-05-07,137,1004,1705,ES,ESP
1323,1706,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"bog sediment",Sieved,influx,author,"central core",2020-11-13,28,1005,1706,ES,ESP
1323,1707,"Puerto del Pico core_micro",40.3233,-5.0145,1395,"bog sediment","Pollen slide",concentration,author,"central core",2020-11-13,188,1006,1707,ES,ESP
1324,1708,"Calineasa core",46.5631,22.8292,1300,"bog sediment","Pollen slide",concentration,author,"central core",2021-12-01,6,1007,1708,RO,ROU
1326,1710,"Plotnikovo Mire core",56.83552,83.284014,120,"bog sediment",Sieved,concentration,author,"marginal core",2021-12-01,204,1008,1710,RU,RUS
1327,1711,"Durnoye core",55.09,40.8939,118,"bog sediment","Pollen slide",concentration,author,"central core",2021-02-10,205,1010,1711,RU,RUS
1329,1713,Kumata-1,42.5904,23.2519,1770,"bog sediment","Pollen slide",concentration,author,"central core",2021-02-10,3,1012,1713,BG,BGR
1330,1714,"Lake Kharinei core 1",67.37,62.75,108,"lake sediment","Pollen slide",concentration,author,"central core",2021-10-02,117,1013,1714,RU,RUS
1330,1715,"Lake Kharinei core_macro",67.37,62.75,108,"lake sediment",Sieved,concentration,author,"central core",2022-01-05,45,1015,1715,RU,RUS
1332,1717,"Lake Bled core",46.3644,14.0947,475,"lake sediment","Pollen slide",concentration,author,"marginal core",2021-02-10,123,1017,1717,SI,SVN
1333,1718,"Molhasul Mare core",46.59,22.7642,1124,"bog sediment","Pollen slide",concentration,author,"central core",2021-12-01,3,1018,1718,RO,ROU
1334,1719,Yak2A,61.6961944,55.5743333,140,"bog sediment","Charcoal particles identified by imaging software",count,author,"central core",2021-11-02,14,1019,1719,RU,RUS
1334,1720,Yak2B,61.6974444,55.5745278,140,"bog sediment","Charcoal particles identified by imaging software",count,author,"marginal core",2021-11-02,14,1021,1720,RU,RUS
1335,1721,Yak3A,61.7314306,55.4943334,131,"bog sediment","Charcoal particles identified by imaging software",count,author,"central core",2021-11-02,14,1023,1721,RU,RUS
1335,1722,Yak3B,61.7326111,55.4918611,128,"bog sediment","Charcoal particles identified by imaging software",count,author,"marginal core",2021-11-02,14,1025,1722,RU,RUS
1336,1723,"Ahlequellmoor core",51.73,9.51,300,"bog sediment","Pollen slide","raw count",author,"central core",2021-12-01,137,1027,1723,DE,DEU
1337,1724,BK-2C,41.73,24.14,1547,"bog sediment","Pollen slide","raw count",author,"central core",2021-02-10,137,1028,1724,BG,BGR
1338,1725,"Bielice core",48.62,18.34,185,"bog sediment",-999999,other,author,"central core",2021-02-10,211,1029,1725,SK,SVK
1340,1728,"Kahala_bog core",59.491211,25.510962,35,"bog sediment","Pollen slide",concentration,author,"marginal core",2021-02-10,134,1030,1728,EE,EST
1340,1729,"Kahala_lake core",59.48674,25.531503,33.2,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-10,134,1031,1729,EE,EST
1341,1730,"Quoyloo Meadow Core 1",59.06,-3.31,30,"bog sediment",Sieved,concentration,"digitized from publication","central core",2021-02-10,34,1032,1730,GB,GBR
1341,1731,"Quoyloo Meadow Core 2",59.06,-3.31,33,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-02-10,146,1033,1731,GB,GBR
1342,1732,ABBO,63.8,14.37,387,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-02-10,28,1034,1732,SE,SWE
1343,1733,BSII,51.176363,23.526241,173,"bog sediment",Sieved,concentration,author,"marginal core",2021-02-10,137,1035,1733,PL,POL
1344,1734,"Lin core",61.48,-163.43,2,"lake sediment",Sieved,"raw count",author,"central core",2021-02-10,212,1036,1734,US,USA
1345,1736,PM13_less25,-40.933333,-72.9,120,"bog sediment","Pollen slide",concentration,IMPD,"central core",2021-02-11,213,1037,1736,CL,CHL
1345,1737,PM13_more100,-40.933333,-72.9,120,"bog sediment","Pollen slide",concentration,IMPD,"central core",2021-02-11,214,1038,1737,CL,CHL
1345,1738,PM13_25_50,-40.933333,-72.9,120,"bog sediment","Pollen slide",concentration,IMPD,"central core",2021-02-11,215,1039,1738,CL,CHL
1345,1739,PM13-50_100,-40.933333,-72.9,120,"bog sediment","Pollen slide",concentration,IMPD,"central core",2021-02-11,216,1040,1739,CL,CHL
1346,1740,"Lake Kirkpatrick core",-45.02706,168.57374,570,"lake sediment",Sieved,count,IMPD,-999999,2021-02-11,34,1041,1740,NZ,NZL
1347,1741,"Dukes Tarn core",-44.96418,168.49269,830,"lake sediment",Sieved,count,IMPD,-999999,2021-02-11,34,1042,1741,NZ,NZL
1348,1742,"Baga Nuur core",49.9208,93.8493,981,"lake sediment",Sieved,"raw count",IMPD,"central core",2021-02-11,113,1043,1742,MN,MNG
1349,1743,"Khundt Nuur core",49.9208,93.8493,1933,"lake sediment",Sieved,"raw count",IMPD,"central core",2021-02-11,113,1044,1743,MN,MNG
1350,1744,"Takhilt Nuur core",48.8064,96.8062,1502,"lake sediment",Sieved,"raw count",IMPD,"central core",2021-02-11,113,1045,1744,MN,MNG
1351,1745,Nakri_lake_less100,57.89511944,26.27314444,48.5,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-11,194,1046,1745,EE,EST
1351,1746,Nakri_lake_gtr100,57.89511944,26.27314444,48.5,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-11,7,1047,1746,EE,EST
1352,1747,"Lake Stiol core",47.57,24.8136,1670,"lake sediment",Sieved,concentration,author,"central core",2021-02-11,13,1048,1747,RO,ROU
1354,1750,Studencheskoe-1,55.2664,40.2014,124,"bog sediment",Sieved,influx,author,"central core",2021-02-11,2,1049,1750,RU,RUS
1355,1751,"Vaike Juusa JM",58.05,26.5,122,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-02-11,221,1051,1751,EE,EST
1356,1752,Kuttura_core,68.40614,26.50339,277,"bog sediment","Pollen slide",concentration,author,"central core",2021-12-20,134,1052,1752,FI,FIN
1357,1753,Kevojarvi_core,69.75894,27.00018,74.7,"lake sediment","Pollen slide",concentration,author,"central core",2021-12-20,134,1053,1753,FI,FIN
1358,1754,"Kilden core",70.67,23.64,15,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-02-11,164,1054,1754,NO,NOR
1359,1755,C-1981,56.3833333333333,12.85,175,"bog sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,223,1055,1755,SE,SWE
1359,1756,C-2011,56.3833333333333,12.85,175,"bog sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,223,1056,1756,SE,SWE
1360,1757,"Hasseldala Core 2",56.2666666666667,15.0166666666667,63,"bog sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,137,1057,1757,SE,SWE
1360,1758,"Hasseldala Core 5",56.2666666666667,15.0166666666667,63,"bog sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,137,1058,1758,SE,SWE
1361,1759,"Kipojarvi III",69.3,27.5333333333333,159.4,"lake sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1059,1759,FI,FIN
1362,1760,"Kiposuo core",69.3,27.5333333333333,159.4,"bog sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1060,1760,FI,FIN
1363,1761,"Llet-Ti core",66.5388888888889,59.3313888888889,50,"lake sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,137,1061,1761,RU,RUS
1364,1762,"Njargajavri core",69.8666666666667,27.1666666666667,355,"lake sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,137,1063,1762,FI,FIN
1365,1763,"Ort II",68,54,15,other,Sieved,"raw count",author,-999999,2021-02-11,137,1064,1763,RU,RUS
1365,1764,"Ort IIIA",68,54,15,other,Sieved,"raw count",author,-999999,2021-02-11,137,1066,1764,RU,RUS
1365,1765,"Ort IIIB",68,54,15,other,Sieved,"raw count",author,-999999,2021-02-11,137,1068,1765,RU,RUS
1365,1766,OrtI,68,54,15,other,Sieved,"raw count",author,-999999,2021-02-11,137,1070,1766,RU,RUS
1366,1767,"Khosedayu mire 3_KhPa",67.1666666666667,59.5,90,"bog sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1072,1767,RU,RUS
1366,1768,"Khosedayu mire 3_KhTp",67.1666666666667,59.5,90,"bog sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1074,1768,RU,RUS
1367,1769,"Khosedayu mire 1_KhPp",67.1166666666667,59.5666666666667,110,"bog sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1076,1769,RU,RUS
1368,1770,"Khosedayu mire 2_KhTm",67.1166666666667,59.5666666666667,110,"bog sediment",Sieved,"raw count",author,-999999,2021-02-11,137,1078,1770,RU,RUS
1369,1771,"KJ 2",61.5391666666667,22.7147222222222,85,"lake sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,223,1080,1771,FI,FIN
1369,1772,"KJ 8",61.5391666666667,22.7147222222222,85,"lake sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,223,1081,1772,FI,FIN
1369,1773,"KJ 4",61.5391666666667,22.7147222222222,85,"lake sediment","Charcoal particles identified by imaging software","raw count",author,-999999,2021-02-11,223,1082,1773,FI,FIN
1370,1774,"Novoalexandrovskoye core",55.12,41.04,113,"bog sediment","Pollen slide",concentration,author,"central core",2021-02-12,205,1083,1774,RU,RUS
1371,1775,"Klukvennoye core",54.78,43.45,171,"bog sediment","Pollen slide",concentration,author,"central core",2021-02-12,205,1085,1775,RU,RUS
1372,1776,"Selikhovo core",53.23,35.77,209,"buried organic sediment",Sieved,concentration,author,"central core",2021-02-12,17,1087,1776,RU,RUS
1373,1777,"Lac Geai SBL core",45.995878,-73.993222,360,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-12,123,1089,1777,CA,CAN
1374,1778,"Toushe macro",23.82,120.88,650,"bog sediment","Charcoal particles identified in thin slides (soil micromorphology)",concentration,PANGAEA,"central core",2021-02-12,34,1090,1778,TW,TWN
1374,1779,"Toushe micro",23.82,120.88,650,"bog sediment","Pollen slide",concentration,PANGAEA,"central core",2021-02-12,25,1092,1779,TW,TWN
1375,1780,"Fariya Lake core_micro",59.8483333333333,-111.291111111111,225,"lake sediment","Pollen slide",influx,IMPD,-999999,2021-02-15,226,1094,1780,CA,CAN
1375,1781,"Fariya Lake core_macro",59.8483333333333,-111.291111111111,225,"lake sediment",Sieved,influx,IMPD,-999999,2021-02-15,226,1095,1781,CA,CAN
907,1782,"Rainbow Lake core",59.8,-112.166666666667,225,"lake sediment","Pollen slide",influx,IMPD,-999999,2021-02-15,226,1096,1782,CA,CAN
1377,1784,"Abalone Rocks Marsh core",33.956389,-119.976667,0,"bog sediment","Pollen slide",count,IMPD,-999999,2021-02-15,137,1097,1784,US,USA
1378,1785,"Big Fish Lake core_fine",42.88396,-83.39243,320,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,34,1098,1785,US,USA
1379,1786,"Copper Falls Lake core",47.417,-88.192,392,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,34,1099,1786,US,USA
1381,1788,"Lake Eileen core",40.902,-106.673,3135,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1100,1788,US,USA
1382,1789,"Gold Creek Lake core",40.781,-106.678,2917,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1101,1789,US,USA
1383,1790,"Gem Lake Colorado core",40.881,-106.734,3101,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1102,1790,US,USA
1384,1791,"Minnesota Plateau Lake core",62.541794,-146.238431,827,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,113,1103,1791,US,USA
1385,1792,"Hinman Lake core",40.771,-106.827,2501,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1104,1792,US,USA
1386,1793,"Middle Rainbow Lake core",40.648,-106.624,3001,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1105,1793,US,USA
1387,1794,"Round Lake MZ core",40.473,-106.663,3071,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1106,1794,US,USA
1388,1795,"Seven Lake MZ core",40.896,-106.681,3276,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1107,1795,US,USA
1389,1796,"Teal Lake CO core",40.583,-106.608,2689,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1108,1796,US,USA
1390,1797,"Whale Lake MZ core",40.556,-106.675,3059,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1109,1797,US,USA
1391,1798,"Summit Lake MZ core",40.545,-106.682,3149,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1110,1798,US,USA
1392,1799,"Super Cub Lake core",62.296611,-145.347172,486,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,113,1111,1799,US,USA
1393,1800,"Slack Lake MI core",42.87167,-83.61042,282,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,34,1112,1800,US,USA
1394,1801,"Swift Lake MI core",42.8852,-83.62281,286,"lake sediment",Sieved,count,IMPD,-999999,2021-02-15,34,1113,1801,US,USA
1395,1802,"Tiago Lake MZ core",40.579,-106.613,2700,"lake sediment",Sieved,count,IMPD,"central core",2021-02-15,34,1114,1802,US,USA
1415,1829,"Keyhole core",61.078,-138.375,826,"lake sediment",-999999,influx,author,"central core",2021-02-15,245,1115,1829,CA,CAN
1416,1830,"Upper Fly core_micro",61.04,-138.09,1326,"lake sediment","Pollen slide",influx,author,"central core",2021-02-15,246,1116,1830,CA,CAN
1416,1831,"Upper Fly core_macro",61.04,-138.09,1326,"lake sediment",Sieved,influx,author,"central core",2021-02-15,247,1117,1831,CA,CAN
1417,1832,"Sulphur core_micro",60.959,-137.852,847,"lake sediment","Pollen slide",influx,author,"central core",2021-02-15,246,1118,1832,CA,CAN
1417,1833,"Sulphur core_macro",60.959,-137.852,847,"lake sediment",Sieved,influx,author,"central core",2021-02-15,247,1119,1833,CA,CAN
1418,1834,"Aishihik WA01_micro",61.233,-136.917,1000,"lake sediment","Pollen slide",concentration,author,-999999,2021-02-15,169,1120,1834,CA,CAN
1418,1835,"Aishihik WA01_macro",61.233,-136.917,1000,"lake sediment","Pollen slide",concentration,author,-999999,2021-02-15,134,1121,1835,CA,CAN
1419,1836,"Brule core",45.717,-75.433,270,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1122,1836,CA,CAN
1420,1837,"Noir core",45.775,-75.133,176,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1123,1837,CA,CAN
1421,1838,"Tawny core",44.817,-77.183,276,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1124,1838,CA,CAN
1422,1839,"Stoll core",44.967,-77.283,303,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1125,1839,CA,CAN
1423,1840,"Path core",45.869,63.077,15,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1126,1840,KZ,KAZ
1424,1841,"Basin core",44.4666666666667,-70.05,125,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1127,1841,US,USA
1425,1842,"Conroy core",46.2833333333333,-67.8833333333333,140,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1128,1842,US,USA
1426,1843,"Clear core",43.75,-74.0166666666667,513,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1129,1843,US,USA
1427,1844,"Ely core",41.7666666666667,-75.8333333333333,384,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1130,1844,US,USA
1428,1845,"Hells Kitchen core",46.1833333333333,-89.7,500,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1131,1845,US,USA
1429,1846,"Little Pine core",45.2833333333333,-91.4833333333333,334,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1132,1846,US,USA
1430,1847,"Dark core",45.2666666666667,-91.4666666666667,335,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1133,1847,US,USA
1431,1848,"Ruby core",45.2666666666667,-91.45,330,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1134,1848,US,USA
1432,1849,"Lake of the Clouds core",48,-91.0166666666667,462,"lake sediment","Pollen slide",influx,author,"central core",2021-02-15,145,1135,1849,US,USA
1433,1850,"LM01 core",55.62,-74.58,320,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1136,1850,CA,CAN
1434,1851,"EC03 core",56.02,-74.98,279,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1137,1851,CA,CAN
1435,1852,"MV01 core",56.94,-74.9,300,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1138,1852,CA,CAN
1436,1853,"BN07 core",55,-73.52,395,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1139,1853,CA,CAN
1437,1854,"GB01 core",55.12,-75.25,325,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1140,1854,CA,CAN
1438,1855,"EC02 core",56.02,-74.95,260,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1141,1855,CA,CAN
1439,1856,"GB02 core",55.1,-75.28,300,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1142,1856,CA,CAN
1440,1857,"EC01 core",56.28,-75.1,250,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1143,1857,CA,CAN
1441,1858,"LB01 core",57.92,-75.62,200,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1144,1858,CA,CAN
1442,1859,"LR01 core",58.58,-75.25,170,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1145,1859,CA,CAN
1443,1860,"BI02 core",57.12,-76.38,210,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1146,1860,CA,CAN
